Year,County_of_Residence,State,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2016-01-01,"Vigo County, IN",IN,1288,26.71,38.34,38.5,3271.03,27.61,10.93
2016-01-01,"Monroe County, MI",MI,1526,28.11,38.34,38.49,3301.6,28.0,12.49
2016-01-01,"Grayson County, TX",TX,1543,26.71,38.34,38.49,3244.82,27.1,10.86
2016-01-01,"Fairfield County, OH",OH,1629,28.39,38.34,38.56,3288.56,26.82,11.39
2016-01-01,"Oklahoma County, OK",OK,12197,27.81,38.34,38.39,3243.07,27.11,10.24
2016-01-01,"DeSoto County, MS",MS,2191,27.66,38.34,38.55,3249.84,27.37,11.13
2016-01-01,"Norfolk city, VA",VA,3547,27.12,38.34,38.63,3194.21,27.37,12.19
2016-01-01,"Unidentified Counties, FL",FL,13182,27.06,38.34,38.54,3243.97,27.46,10.18
2016-01-01,"Unidentified Counties, UT",UT,6811,27.95,38.34,38.54,3231.14,26.21,10.8
2016-01-01,"Wayne County, MI",MI,23149,27.87,38.34,38.43,3181.9,27.87,11.65
2016-01-01,"Richland County, OH",OH,1328,26.69,38.34,38.59,3253.41,27.04,11.6
2016-01-01,"Arapahoe County, CO",CO,7910,29.59,38.59,38.65,3183.67,26.05,10.21
2016-01-01,"Black Hawk County, IA",IA,1671,27.72,38.59,38.9,3352.22,27.21,11.82
2016-01-01,"St. Joseph County, IN",IN,3577,27.84,38.59,38.64,3268.8,27.08,11.07
2016-01-01,"Williamson County, TN",TN,2270,31.3,38.59,38.63,3385.8,24.68,10.97
2016-01-01,"Unidentified Counties, HI",HI,845,29.18,38.59,38.79,3220.83,25.83,11.28
2016-01-01,"Pinal County, AZ",AZ,4470,27.54,38.59,38.7,3333.45,27.75,11.65
2016-01-01,"Anchorage Borough, AK",AK,4518,28.6,38.59,38.78,3358.26,27.2,11.3
2016-01-01,"Allegan County, MI",MI,1364,27.88,38.59,38.78,3392.31,27.59,11.36
2016-01-01,"Washington County, RI",RI,929,30.67,38.59,38.78,3329.87,25.84,13.11
2016-01-01,"Sheboygan County, WI",WI,1257,28.74,38.59,38.78,3331.84,27.63,12.14
2016-01-01,"Douglas County, CO",CO,3488,31.32,38.59,38.61,3221.07,24.69,11.12
2016-01-01,"Cochise County, AZ",AZ,1529,27.25,38.59,38.59,3243.1,26.73,9.2
2016-01-01,"Washtenaw County, MI",MI,3692,30.39,38.59,38.84,3288.02,25.93,15.62
2016-01-01,"Walworth County, WI",WI,967,28.86,38.59,38.84,3344.25,27.72,11.69
2016-01-01,"Yolo County, CA",CA,2423,29.96,38.84,38.99,3378.56,27.11,12.49
2016-01-01,"Placer County, CA",CA,3732,30.43,38.84,38.9,3389.64,25.7,12.39
2016-01-01,"Tangipahoa Parish, LA",LA,1984,26.59,38.17,38.24,3182.57,28.19,10.53
2016-01-01,"St. Charles County, MO",MO,4487,29.67,38.42,38.58,3334.37,26.3,12.17
2016-01-01,"Maui County, HI",HI,1882,29.32,38.42,38.74,3217.85,25.96,9.47
2016-01-01,"Summit County, OH",OH,5996,28.42,38.42,38.57,3246.6,26.8,11.13
2016-01-01,"Cook County, IL",IL,66779,29.64,38.42,38.56,3233.71,26.89,10.8
2016-01-01,"Woodbury County, IA",IA,1549,27.53,38.42,38.56,3300.82,27.46,12.25
2016-01-01,"Williamson County, TX",TX,6535,30.02,38.42,38.56,3305.35,26.18,12.23
2016-01-01,"Hillsborough County, FL",FL,17325,28.69,38.42,38.64,3241.03,26.02,10.9
2016-01-01,"McLean County, IL",IL,2020,28.87,38.42,38.64,3285.22,26.54,11.91
2016-01-01,"Alamance County, NC",NC,1856,27.95,38.42,38.64,3239.66,27.7,11.42
2016-01-01,"Palm Beach County, FL",FL,14965,29.65,38.42,38.54,3234.42,26.06,11.43
2016-01-01,"Franklin County, OH",OH,19045,28.88,38.42,38.54,3234.41,26.51,10.6
2016-01-01,"Fayette County, GA",GA,911,30.47,38.42,38.62,3287.8,26.05,11.98
2016-01-01,"Butler County, OH",OH,4452,28.31,38.42,38.61,3307.3,27.32,11.93
2016-01-01,"Henrico County, VA",VA,3903,30.01,38.42,38.61,3259.99,26.8,11.87
2016-01-01,"Benton County, AR",AR,3622,28.33,38.42,38.69,3315.55,26.69,11.33
2016-01-01,"Larimer County, CO",CO,3375,30.0,38.67,38.75,3239.95,25.74,11.67
2016-01-01,"Scott County, MN",MN,1893,30.31,38.67,38.83,3394.21,26.67,12.36
2016-01-01,"Jefferson County, NY",NY,1891,26.99,38.67,38.91,3353.28,27.19,11.73
2016-01-01,"Santa Clara County, CA",CA,23042,31.31,38.67,38.74,3264.41,25.16,11.97
2016-01-01,"Bucks County, PA",PA,5958,30.69,38.67,38.82,3336.55,25.89,11.07
2016-01-01,"Hampden County, MA",MA,4956,28.26,38.67,38.9,3297.77,27.45,11.8
2016-01-01,"Weld County, CO",CO,4306,28.17,38.67,38.73,3239.86,26.89,10.8
2016-01-01,"Tolland County, CT",CT,1175,30.82,38.67,38.8,3344.41,25.98,11.89
2016-01-01,"Onslow County, NC",NC,3960,26.25,38.67,39.3,3333.83,26.05,14.51
2016-01-01,"Lancaster County, PA",PA,7000,28.65,38.67,38.88,3355.45,25.94,10.87
2016-01-01,"Monroe County, NY",NY,8004,29.32,38.67,38.85,3293.08,27.29,10.98
2016-01-01,"Cumberland County, PA",PA,2683,29.26,38.67,38.85,3338.07,26.53,10.26
2016-01-01,"Ontario County, NY",NY,997,29.2,38.67,38.93,3383.88,27.14,11.34
2016-01-01,"San Diego County, CA",CA,42720,29.79,38.67,38.76,3310.33,25.84,11.46
2016-01-01,"San Mateo County, CA",CA,8960,32.04,38.67,38.76,3288.41,25.04,11.53
2016-01-01,"Ventura County, CA",CA,9592,29.62,38.67,38.76,3331.46,26.52,12.59
2016-01-01,"Boone County, MO",MO,2093,29.01,38.67,38.59,3313.24,26.23,11.75
2016-01-01,"Benton County, WA",WA,2759,28.06,38.67,38.84,3361.49,27.2,10.69
2016-01-01,"Rockland County, NY",NY,5440,29.91,38.92,39.15,3318.09,25.78,11.12
2016-01-01,"Tompkins County, NY",NY,787,30.49,38.92,39.04,3369.37,25.94,11.88
2016-01-01,"Hampshire County, MA",MA,1009,31.08,38.92,39.03,3369.7,25.54,12.31
2016-01-01,"Unidentified Counties, NH",NH,2878,28.69,38.92,39.11,3381.89,27.21,12.59
2016-01-01,"Humboldt County, CA",CA,1482,29.03,38.92,39.09,3388.72,26.81,12.78
